"","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"11951","female",1939,77,"old",1,"marriage","yes",521,"매장 판매 종사자",NA,4,"대구/경북"
"11952","male",1950,66,"old",3,"divorce","yes",314,"비서 및 사무 보조원",24,4,"대구/경북"
"11953","male",1939,77,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11954","female",1945,71,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11955","male",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11956","female",1959,57,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11957","male",1964,52,"middle",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11958","female",1966,50,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11959","female",1992,24,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"11960","male",1994,22,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"11961","female",1997,19,"young",0,NA,"no",NA,NA,NA,4,"대구/경북"
"11962","male",1924,92,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"11963","male",1948,68,"old",2,NA,"yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11964","male",1970,46,"middle",5,NA,"yes",521,"매장 판매 종사자",343.7,4,"대구/경북"
"11965","male",1966,50,"middle",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11966","female",1994,22,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"11967","female",1962,54,"middle",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11968","male",1929,87,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"11969","female",1932,84,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"11970","female",1958,58,"middle",3,"divorce","no",NA,NA,NA,4,"대구/경북"
"11971","male",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11972","female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11973","male",1940,76,"old",1,"marriage","no",613,"축산 및 사육 관련 종사자",NA,4,"대구/경북"
"11974","female",1944,72,"old",1,"marriage","no",613,"축산 및 사육 관련 종사자",NA,4,"대구/경북"
"11975","male",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11976","female",1950,66,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11977","female",1940,76,"old",2,NA,"yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11978","male",1959,57,"middle",2,NA,"yes",941,"청소원 및 환경 미화원",60,4,"대구/경북"
"11979","male",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11980","female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11981","male",1932,84,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"11982","female",1934,82,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"11983","female",1941,75,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"11984","female",1932,84,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"11985","female",1939,77,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"11986","female",1932,84,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"11987","female",1931,85,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"11988","female",1922,94,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"11989","female",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11990","male",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11991","female",1942,74,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11992","male",1964,52,"middle",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11993","female",1970,46,"middle",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11994","female",1996,20,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"11995","male",2001,15,"young",0,NA,"no",NA,NA,NA,4,"대구/경북"
"11996","male",1944,72,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"11997","female",1954,62,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"11998","male",1982,34,"middle",5,NA,"no",930,"제조관련 단순 종사원",241,4,"대구/경북"
"11999","male",1938,78,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12000","female",1940,76,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12001","female",1941,75,"old",2,NA,"no",611,"작물재배 종사자",NA,4,"대구/경북"
"12002","male",1942,74,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12003","female",1934,82,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"12004","male",1934,82,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"12005","female",1936,80,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"12006","female",1929,87,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12007","male",1935,81,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"12008","female",1935,81,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"12009","female",1932,84,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12010","female",1935,81,"old",2,NA,"no",611,"작물재배 종사자",NA,4,"대구/경북"
"12011","male",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12012","female",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12013","female",1928,88,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12014","female",1933,83,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12015","female",1936,80,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12016","male",1937,79,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12017","female",1938,78,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12018","male",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12019","female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12020","male",1976,40,"middle",5,NA,"yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12021","male",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12022","female",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12023","male",1954,62,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12024","female",1966,50,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,4,"대구/경북"
"12025","female",1991,25,"young",5,NA,"no",253,"유치원 교사",170.8,4,"대구/경북"
"12026","female",1993,23,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"12027","female",1994,22,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"12028","male",1996,20,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"12029","female",1933,83,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12030","male",1950,66,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12031","female",1958,58,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12032","female",1983,33,"middle",5,NA,"yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12033","female",1920,96,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12034","male",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12035","female",1950,66,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12036","female",1974,42,"middle",5,NA,"no",NA,NA,NA,4,"대구/경북"
"12037","male",1976,40,"middle",3,"divorce","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12038","male",2005,11,"young",0,NA,"no",NA,NA,NA,4,"대구/경북"
"12039","male",1959,57,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12040","female",1963,53,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12041","female",1937,79,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12042","male",1962,54,"middle",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12043","female",1970,46,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",57,4,"대구/경북"
"12044","male",2000,16,"young",0,NA,"yes",NA,NA,NA,4,"대구/경북"
"12045","male",2003,13,"young",0,NA,"yes",NA,NA,NA,4,"대구/경북"
"12046","male",2007,9,"young",0,NA,"yes",NA,NA,NA,4,"대구/경북"
"12047","male",1962,54,"middle",1,"marriage","yes",922,"배달원",NA,4,"대구/경북"
"12048","female",1962,54,"middle",1,"marriage","yes",521,"매장 판매 종사자",NA,4,"대구/경북"
"12049","male",1988,28,"young",5,NA,"no",922,"배달원",241,4,"대구/경북"
"12050","male",1990,26,"young",5,NA,"no",NA,NA,NA,4,"대구/경북"
"12051","male",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12052","female",1940,76,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12053","male",1962,54,"middle",5,NA,"no",611,"작물재배 종사자",NA,4,"대구/경북"
"12054","male",1936,80,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12055","female",1963,53,"middle",1,"marriage","no",941,"청소원 및 환경 미화원",60,4,"대구/경북"
"12056","male",1989,27,"young",5,NA,"no",910,"건설 및 광업 단순 종사원",314.2,3,"부산/경남/울산"
"12057","female",1956,60,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"12058","male",1983,33,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"12059","male",1936,80,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12060","female",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12061","male",1974,42,"middle",5,NA,"yes",941,"청소원 및 환경 미화원",138,4,"대구/경북"
"12062","male",1945,71,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12063","female",1951,65,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12064","female",1935,81,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12065","female",1936,80,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12066","male",1934,82,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12067","female",1939,77,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12068","male",1930,86,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12069","female",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12070","male",1938,78,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12071","female",1941,75,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12072","male",1938,78,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12073","female",1946,70,"old",1,"marriage","no",611,"작물재배 종사자",NA,4,"대구/경북"
"12074","male",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12075","female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12076","female",1932,84,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12077","female",1942,74,"old",2,NA,"yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12078","male",1942,74,"old",1,"marriage","yes",630,"어업관련 종사자",NA,4,"대구/경북"
"12079","female",1953,63,"old",1,"marriage","yes",630,"어업관련 종사자",NA,4,"대구/경북"
"12080","female",1944,72,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12081","female",1923,93,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12082","male",1935,81,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"12083","female",1938,78,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12084","female",1928,88,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12085","female",1931,85,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12086","female",1934,82,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12087","male",1964,52,"middle",5,NA,"yes",NA,NA,NA,4,"대구/경북"
"12088","female",1936,80,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12089","male",1935,81,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12090","female",1937,79,"old",1,"marriage","yes",NA,NA,NA,4,"대구/경북"
"12091","female",1925,91,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12092","female",1935,81,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12093","female",1930,86,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12094","female",1931,85,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12095","female",1935,81,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12096","male",1945,71,"old",3,"divorce","no",NA,NA,NA,4,"대구/경북"
"12097","female",1938,78,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12098","female",1942,74,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"12099","female",1970,46,"middle",3,"divorce","no",441,"주방장 및 조리사",130,2,"수도권(인천/경기)"
"12100","male",1996,20,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"12101","female",1929,87,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12102","female",1931,85,"old",2,NA,"no",NA,NA,NA,4,"대구/경북"
"12103","female",1933,83,"old",2,NA,"yes",NA,NA,NA,4,"대구/경북"
"12104","female",1937,79,"old",1,"marriage","yes",611,"작물재배 종사자",NA,4,"대구/경북"
"12105","male",1929,87,"old",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"12106","male",1952,64,"old",1,"marriage","yes",252,"학교 교사",589.1,3,"부산/경남/울산"
"12107","female",1954,62,"old",1,"marriage","yes",252,"학교 교사",505.8,3,"부산/경남/울산"
"12108","male",1986,30,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12109","male",1956,60,"old",1,"marriage","no",252,"학교 교사",564,3,"부산/경남/울산"
"12110","female",1957,59,"middle",1,"marriage","no",252,"학교 교사",255,3,"부산/경남/울산"
"12111","female",1985,31,"middle",1,"marriage","no",252,"학교 교사",312.5,3,"부산/경남/울산"
"12112","male",1965,51,"middle",1,"marriage","yes",510,"영업 종사자",NA,3,"부산/경남/울산"
"12113","female",1969,47,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12114","male",1991,25,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12115","female",1992,24,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12116","male",1971,45,"middle",1,"marriage","yes",272,"금융 및 보험 전문가",733.3,3,"부산/경남/울산"
"12117","female",1971,45,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12118","female",2002,14,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12119","male",2005,11,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12120","male",1971,45,"middle",1,"marriage","yes",742,"제관원 및 판금원",458.3,3,"부산/경남/울산"
"12121","female",1975,41,"middle",1,"marriage","yes",243,"간호사",188,3,"부산/경남/울산"
"12122","male",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12123","female",2001,15,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12124","male",1962,54,"middle",1,"marriage","no",851,"금속공작기계 조작원",616.5,3,"부산/경남/울산"
"12125","female",1967,49,"middle",1,"marriage","no",863,"전기 전자 부품 및 제품 제조장치 조작원",168,3,"부산/경남/울산"
"12126","female",1990,26,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12127","male",1970,46,"middle",1,"marriage","yes",286,"스포츠 및 레크레이션 관련 전문가",NA,3,"부산/경남/울산"
"12128","female",1971,45,"middle",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"12129","male",2002,14,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12130","male",1977,39,"middle",1,"marriage","no",311,"행정 사무원",344,3,"부산/경남/울산"
"12131","female",1977,39,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12132","male",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12133","female",2008,8,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12134","female",1977,39,"middle",1,"marriage","yes",252,"학교 교사",381,3,"부산/경남/울산"
"12135","male",1977,39,"middle",1,"marriage","yes",312,"경영관련 사무원",383,3,"부산/경남/울산"
"12136","male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12137","male",2010,6,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12138","female",1980,36,"middle",1,"marriage","no",311,"행정 사무원",341,3,"부산/경남/울산"
"12139","male",1952,64,"old",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"12140","female",1978,38,"middle",1,"marriage","no",243,"간호사",225,3,"부산/경남/울산"
"12141","male",1973,43,"middle",1,"marriage","no",151,"판매 및 운송 관리자",250,3,"부산/경남/울산"
"12142","female",2011,5,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12143","male",1948,68,"old",1,"marriage","yes",753,"기계장비 설치 및 정비원",208,3,"부산/경남/울산"
"12144","female",1946,70,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12145","male",1946,70,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12146","female",1953,63,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12147","male",1967,49,"middle",1,"marriage","no",510,"영업 종사자",166.6,3,"부산/경남/울산"
"12148","female",1971,45,"middle",1,"marriage","no",311,"행정 사무원",471.6,3,"부산/경남/울산"
"12149","male",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12150","male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12151","male",1963,53,"middle",1,"marriage","no",841,"주조 및 금속 가공관련 기계조작원",666,3,"부산/경남/울산"
"12152","female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12153","female",1991,25,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12154","female",1994,22,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12155","male",1970,46,"middle",1,"marriage","no",311,"행정 사무원",405,3,"부산/경남/울산"
"12156","female",1973,43,"middle",1,"marriage","no",311,"행정 사무원",385,3,"부산/경남/울산"
"12157","male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12158","female",2003,13,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12159","female",1946,70,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12160","male",1939,77,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12161","female",1942,74,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12162","male",1967,49,"middle",1,"marriage","no",231,"건축 및 토목 공학 기술자 및 시험원",392,3,"부산/경남/울산"
"12163","female",1972,44,"middle",1,"marriage","no",252,"학교 교사",505,3,"부산/경남/울산"
"12164","male",2001,15,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12165","male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12166","male",1948,68,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",100,3,"부산/경남/울산"
"12167","female",1952,64,"old",1,"marriage","yes",951,"가사 및 육아 도우미",NA,3,"부산/경남/울산"
"12168","male",1960,56,"middle",1,"marriage","yes",252,"학교 교사",643,3,"부산/경남/울산"
"12169","female",1962,54,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12170","female",1987,29,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12171","male",1989,27,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12172","male",1961,55,"middle",1,"marriage","yes",149,"기타 건설 전기 및 생산 관련 관리자",472,3,"부산/경남/울산"
"12173","female",1965,51,"middle",1,"marriage","yes",289,"매니저 및 기타 문화 예술 관련 종사자",320,3,"부산/경남/울산"
"12174","female",1992,24,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12175","female",1994,22,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12176","male",1970,46,"middle",1,"marriage","no",854,"운송차량 및 기계 관련 조립원",1026,3,"부산/경남/울산"
"12177","female",1969,47,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12178","female",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12179","male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12180","male",1960,56,"middle",1,"marriage","yes",320,"금융 및 보험관련 사무 종사자",755,3,"부산/경남/울산"
"12181","female",1964,52,"middle",1,"marriage","yes",510,"영업 종사자",125,3,"부산/경남/울산"
"12182","female",1989,27,"young",5,NA,"no",236,"안전 관리 및 검사원",210,5,"대전/충남"
"12183","female",1994,22,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12184","male",2001,15,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12185","female",1955,61,"old",2,NA,"yes",441,"주방장 및 조리사",180,3,"부산/경남/울산"
"12186","male",1972,44,"middle",1,"marriage","yes",221,"컴퓨터 하드웨어 및 통신공학 전문가",543,3,"부산/경남/울산"
"12187","female",1973,43,"middle",1,"marriage","yes",253,"유치원 교사",205,3,"부산/경남/울산"
"12188","female",2004,12,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12189","male",2006,10,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12190","male",1950,66,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12191","female",1955,61,"old",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",33.3,3,"부산/경남/울산"
"12192","male",1979,37,"middle",3,"divorce","no",432,"여가 및 스포츠 관련 종사자",NA,3,"부산/경남/울산"
"12193","male",1979,37,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12194","female",1984,32,"middle",1,"marriage","no",422,"이 미용 및 관련 서비스 종사자",NA,3,"부산/경남/울산"
"12195","female",2008,8,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12196","male",2010,6,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12197","male",1962,54,"middle",1,"marriage","yes",873,"자동차 운전원",487,3,"부산/경남/울산"
"12198","female",1966,50,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12199","female",1992,24,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12200","male",2001,15,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12201","male",1949,67,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12202","female",1958,58,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12203","female",1974,42,"middle",3,"divorce","yes",941,"청소원 및 환경 미화원",120,3,"부산/경남/울산"
"12204","female",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12205","male",2002,14,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12206","male",1973,43,"middle",3,"divorce","no",399,"고객 상담 및 기타 사무원",103,3,"부산/경남/울산"
"12207","female",1972,44,"middle",3,"divorce","no",442,"음식서비스 종사자",338.9,3,"부산/경남/울산"
"12208","male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12209","female",1949,67,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12210","male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12211","male",1959,57,"middle",1,"marriage","yes",873,"자동차 운전원",416.6,3,"부산/경남/울산"
"12212","female",1963,53,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12213","female",1990,26,"young",5,NA,"yes",313,"회계 및 경리 사무원",182.5,3,"부산/경남/울산"
"12214","female",1939,77,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12215","male",1963,53,"middle",1,"marriage","yes",312,"경영관련 사무원",703.6,3,"부산/경남/울산"
"12216","female",1965,51,"middle",1,"marriage","yes",311,"행정 사무원",525,3,"부산/경남/울산"
"12217","female",1992,24,"young",5,NA,"yes",442,"음식서비스 종사자",137,3,"부산/경남/울산"
"12218","female",1993,23,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12219","male",1961,55,"middle",1,"marriage","yes",252,"학교 교사",583.3,3,"부산/경남/울산"
"12220","female",1964,52,"middle",1,"marriage","yes",311,"행정 사무원",451.6,3,"부산/경남/울산"
"12221","female",1995,21,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12222","male",1967,49,"middle",1,"marriage","yes",239,"기타 공학 전문가 및 관련 종사자",88.9,3,"부산/경남/울산"
"12223","female",1970,46,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12224","female",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12225","female",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12226","male",1968,48,"middle",1,"marriage","yes",320,"금융 및 보험관련 사무 종사자",820.8,3,"부산/경남/울산"
"12227","female",1970,46,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,3,"부산/경남/울산"
"12228","male",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12229","female",1999,17,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12230","male",1975,41,"middle",1,"marriage","yes",841,"주조 및 금속 가공관련 기계조작원",664.9,3,"부산/경남/울산"
"12231","female",1974,42,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12232","male",2001,15,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12233","female",2009,7,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12234","male",1936,80,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12235","female",1938,78,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12236","male",1934,82,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12237","female",1941,75,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12238","male",1959,57,"middle",1,"marriage","yes",743,"용접원",243,3,"부산/경남/울산"
"12239","female",1967,49,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12240","female",1989,27,"young",5,NA,"yes",243,"간호사",148,3,"부산/경남/울산"
"12241","male",1972,44,"middle",1,"marriage","no",149,"기타 건설 전기 및 생산 관련 관리자",650,3,"부산/경남/울산"
"12242","female",1973,43,"middle",1,"marriage","no",313,"회계 및 경리 사무원",263,3,"부산/경남/울산"
"12243","female",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12244","male",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
