"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"12539",12539,"male",1985,31,"middle",5,NA,"yes",312,"경영관련 사무원",297.5,3,"부산/경남/울산"
"12543",12543,"male",1934,82,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12548",12548,"male",1942,74,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12559",12559,"male",1968,48,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"12561",12561,"male",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12563",12563,"male",1965,51,"middle",2,NA,"yes",431,"운송 서비스 종사자",NA,3,"부산/경남/울산"
"12564",12564,"male",1995,21,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12565",12565,"male",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12567",12567,"male",1933,83,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12569",12569,"male",1975,41,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"12571",12571,"male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12574",12574,"male",1954,62,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12577",12577,"male",1954,62,"old",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"12580",12580,"male",1952,64,"old",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"12582",12582,"male",1930,86,"old",6,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12584",12584,"male",1965,51,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12589",12589,"male",1948,68,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12591",12591,"male",1947,69,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12592",12592,"male",1952,64,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12599",12599,"male",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12600",12600,"male",1929,87,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12603",12603,"male",1942,74,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12604",12604,"male",1929,87,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12606",12606,"male",1980,36,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12614",12614,"male",1934,82,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12616",12616,"male",1960,56,"middle",1,"marriage","yes",613,"축산 및 사육 관련 종사자",NA,3,"부산/경남/울산"
"12618",12618,"male",1985,31,"middle",5,NA,"no",222,"정보시스템 개발 전문가",382,3,"부산/경남/울산"
"12619",12619,"male",1988,28,"young",5,NA,"no",236,"안전 관리 및 검사원",287,3,"부산/경남/울산"
"12620",12620,"male",1967,49,"middle",1,"marriage","no",613,"축산 및 사육 관련 종사자",291,3,"부산/경남/울산"
"12622",12622,"male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12623",12623,"male",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12625",12625,"male",1979,37,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12627",12627,"male",1980,36,"middle",1,"marriage","no",239,"기타 공학 전문가 및 관련 종사자",433.3,3,"부산/경남/울산"
"12630",12630,"male",1944,72,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12632",12632,"male",1947,69,"old",1,"marriage","yes",510,"영업 종사자",120,3,"부산/경남/울산"
"12634",12634,"male",1973,43,"middle",3,"divorce","yes",773,"건축마감관련 기능 종사자",150,3,"부산/경남/울산"
"12635",12635,"male",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12637",12637,"male",1981,35,"middle",5,NA,"yes",743,"용접원",373.6,3,"부산/경남/울산"
"12638",12638,"male",1937,79,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12641",12641,"male",1937,79,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12647",12647,"male",1928,88,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12649",12649,"male",1961,55,"middle",5,NA,"no",630,"어업관련 종사자",NA,3,"부산/경남/울산"
"12651",12651,"male",1930,86,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12654",12654,"male",1943,73,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12655",12655,"male",1934,82,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12657",12657,"male",1960,56,"middle",1,"marriage","yes",832,"화학 고무 및 플라스틱 제품 생산기 조작원",398.6,3,"부산/경남/울산"
"12660",12660,"male",1992,24,"young",5,NA,"yes",854,"운송차량 및 기계 관련 조립원",155,3,"부산/경남/울산"
"12661",12661,"male",1980,36,"middle",1,"marriage","no",222,"정보시스템 개발 전문가",421.7,2,"수도권(인천/경기)"
"12664",12664,"male",1936,80,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12666",12666,"male",1928,88,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12676",12676,"male",1982,34,"middle",5,NA,"no",753,"기계장비 설치 및 정비원",226,3,"부산/경남/울산"
"12677",12677,"male",1944,72,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12679",12679,"male",1945,71,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12684",12684,"male",1971,45,"middle",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12685",12685,"male",1933,83,"old",6,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12688",12688,"male",1930,86,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12689",12689,"male",1938,78,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12691",12691,"male",1938,78,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"12693",12693,"male",1967,49,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12694",12694,"male",1965,51,"middle",3,"divorce","yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"12695",12695,"male",2002,14,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12696",12696,"male",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12698",12698,"male",1949,67,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12701",12701,"male",1955,61,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12703",12703,"male",1982,34,"middle",1,"marriage","yes",312,"경영관련 사무원",250,3,"부산/경남/울산"
"12707",12707,"male",1940,76,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12709",12709,"male",1932,84,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12711",12711,"male",1938,78,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12713",12713,"male",1938,78,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12715",12715,"male",1940,76,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12721",12721,"male",1932,84,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12722",12722,"male",1969,47,"middle",1,"marriage","no",153,"환경 청소 및 경비 관련 관리자",426,3,"부산/경남/울산"
"12724",12724,"male",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12726",12726,"male",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12727",12727,"male",1969,47,"middle",1,"marriage","yes",411,"경찰 소방 및 교도 관련 종사자",418.8,3,"부산/경남/울산"
"12729",12729,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12730",12730,"male",2002,14,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12731",12731,"male",1968,48,"middle",1,"marriage","yes",411,"경찰 소방 및 교도 관련 종사자",510,3,"부산/경남/울산"
"12733",12733,"male",1999,17,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12734",12734,"male",1952,64,"old",1,"marriage","no",873,"자동차 운전원",60,3,"부산/경남/울산"
"12737",12737,"male",1962,54,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12742",12742,"male",1950,66,"old",1,"marriage","no",772,"건설관련 기능 종사자",159.5,3,"부산/경남/울산"
"12744",12744,"male",1961,55,"middle",1,"marriage","yes",922,"배달원",508.3,3,"부산/경남/울산"
"12747",12747,"male",1992,24,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12749",12749,"male",1972,44,"middle",3,"divorce","yes",922,"배달원",348.5,3,"부산/경남/울산"
"12753",12753,"male",1986,30,"middle",5,NA,"yes",510,"영업 종사자",95,3,"부산/경남/울산"
"12754",12754,"male",1980,36,"middle",1,"marriage","yes",239,"기타 공학 전문가 및 관련 종사자",333.3,3,"부산/경남/울산"
"12757",12757,"male",1974,42,"middle",1,"marriage","yes",312,"경영관련 사무원",350,3,"부산/경남/울산"
"12760",12760,"male",2012,4,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12761",12761,"male",1956,60,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12763",12763,"male",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12765",12765,"male",1964,52,"middle",1,"marriage","yes",245,"치료사 및 의료기사",NA,3,"부산/경남/울산"
"12768",12768,"male",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12770",12770,"male",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12772",12772,"male",1974,42,"middle",1,"marriage","yes",441,"주방장 및 조리사",334.5,2,"수도권(인천/경기)"
"12775",12775,"male",1933,83,"old",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"12777",12777,"male",1973,43,"middle",5,NA,"no",999,"기타 서비스관련 단순 종사원",170,3,"부산/경남/울산"
"12778",12778,"male",1983,33,"middle",5,NA,"yes",799,"기타 기능관련 종사자",173,3,"부산/경남/울산"
"12779",12779,"male",1959,57,"middle",1,"marriage","yes",620,"임업관련 종사자",83.33,3,"부산/경남/울산"
"12781",12781,"male",1960,56,"middle",1,"marriage","yes",248,"종교관련 종사자",304.3,3,"부산/경남/울산"
"12784",12784,"male",1937,79,"old",2,NA,"no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12785",12785,"male",1938,78,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12787",12787,"male",1966,50,"middle",3,"divorce","no",910,"건설 및 광업 단순 종사원",216,3,"부산/경남/울산"
"12791",12791,"male",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12793",12793,"male",1946,70,"old",6,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12795",12795,"male",1933,83,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12797",12797,"male",1955,61,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12799",12799,"male",1952,64,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12801",12801,"male",1981,35,"middle",1,"marriage","no",312,"경영관련 사무원",666.7,1,"서울"
"12803",12803,"male",1953,63,"old",1,"marriage","yes",873,"자동차 운전원",54,3,"부산/경남/울산"
"12808",12808,"male",1978,38,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12811",12811,"male",2006,10,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12812",12812,"male",2007,9,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12813",12813,"male",1951,65,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12815",12815,"male",1984,32,"middle",5,NA,"yes",254,"문리 기술 및 예능 강사",150,7,"광주/전남/전북/제주도"
"12816",12816,"male",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12818",12818,"male",1935,81,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12820",12820,"male",1942,74,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12822",12822,"male",1940,76,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12825",12825,"male",1964,52,"middle",1,"marriage","no",999,"기타 서비스관련 단순 종사원",54.1,3,"부산/경남/울산"
"12826",12826,"male",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12829",12829,"male",1939,77,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12831",12831,"male",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12834",12834,"male",1965,51,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12836",12836,"male",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12840",12840,"male",1953,63,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12844",12844,"male",1954,62,"old",1,"marriage","yes",772,"건설관련 기능 종사자",240,3,"부산/경남/울산"
"12848",12848,"male",1988,28,"young",5,NA,"no",773,"건축마감관련 기능 종사자",560.58,3,"부산/경남/울산"
"12849",12849,"male",1979,37,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12850",12850,"male",2009,7,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12851",12851,"male",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12852",12852,"male",1943,73,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12855",12855,"male",1936,80,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12857",12857,"male",1973,43,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12859",12859,"male",1935,81,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12863",12863,"male",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12865",12865,"male",1937,79,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12870",12870,"male",1953,63,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12879",12879,"male",1955,61,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12882",12882,"male",1961,55,"middle",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",464.2,3,"부산/경남/울산"
"12885",12885,"male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12886",12886,"male",1967,49,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12888",12888,"male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12890",12890,"male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12891",12891,"male",1954,62,"old",1,"marriage","yes",613,"축산 및 사육 관련 종사자",NA,3,"부산/경남/울산"
"12893",12893,"male",1937,79,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12895",12895,"male",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12897",12897,"male",1934,82,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12901",12901,"male",1962,54,"middle",3,"divorce","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12902",12902,"male",1965,51,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12904",12904,"male",1998,18,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12905",12905,"male",1933,83,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12910",12910,"male",1936,80,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12912",12912,"male",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12914",12914,"male",1925,91,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12916",12916,"male",1936,80,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12918",12918,"male",1960,56,"middle",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12920",12920,"male",1956,60,"old",1,"marriage","yes",120,"행정 및 경영지원 관리자",501.6,3,"부산/경남/울산"
"12923",12923,"male",1950,66,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12927",12927,"male",1982,34,"middle",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",419.2,3,"부산/경남/울산"
"12928",12928,"male",1964,52,"middle",1,"marriage","no",753,"기계장비 설치 및 정비원",248.5,3,"부산/경남/울산"
"12932",12932,"male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12933",12933,"male",1937,79,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12935",12935,"male",1938,78,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12940",12940,"male",1974,42,"middle",1,"marriage","yes",248,"종교관련 종사자",40,3,"부산/경남/울산"
"12942",12942,"male",1999,17,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12943",12943,"male",2003,13,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12944",12944,"male",1931,85,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12946",12946,"male",1932,84,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12950",12950,"male",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12953",12953,"male",1940,76,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12955",12955,"male",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12957",12957,"male",1934,82,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12959",12959,"male",1933,83,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12962",12962,"male",1945,71,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12964",12964,"male",1972,44,"middle",3,"divorce","yes",930,"제조관련 단순 종사원",202,3,"부산/경남/울산"
"12966",12966,"male",1949,67,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12970",12970,"male",1982,34,"middle",1,"marriage","yes",521,"매장 판매 종사자",209,3,"부산/경남/울산"
"12971",12971,"male",2012,4,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12972",12972,"male",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12974",12974,"male",1932,84,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12975",12975,"male",1966,50,"middle",3,"divorce","yes",941,"청소원 및 환경 미화원",150,3,"부산/경남/울산"
"12979",12979,"male",1936,80,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12982",12982,"male",1980,36,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12984",12984,"male",2010,6,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12985",12985,"male",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12986",12986,"male",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12989",12989,"male",1931,85,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12990",12990,"male",1961,55,"middle",5,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12991",12991,"male",1960,56,"middle",3,"divorce","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12993",12993,"male",1952,64,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12996",12996,"male",1960,56,"middle",1,"marriage","yes",873,"자동차 운전원",80,3,"부산/경남/울산"
"12998",12998,"male",1997,19,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13000",13000,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13011",13011,"male",1967,49,"middle",3,"divorce","yes",510,"영업 종사자",NA,7,"광주/전남/전북/제주도"
"13012",13012,"male",1994,22,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13013",13013,"male",1996,20,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13014",13014,"male",1978,38,"middle",1,"marriage","yes",762,"전기공",161,7,"광주/전남/전북/제주도"
"13016",13016,"male",2006,10,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13017",13017,"male",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13021",13021,"male",1977,39,"middle",1,"marriage","yes",286,"스포츠 및 레크레이션 관련 전문가",NA,7,"광주/전남/전북/제주도"
"13022",13022,"male",2007,9,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13027",13027,"male",2010,6,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13028",13028,"male",1976,40,"middle",1,"marriage","no",252,"학교 교사",441.7,7,"광주/전남/전북/제주도"
"13030",13030,"male",2007,9,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13031",13031,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13032",13032,"male",1976,40,"middle",1,"marriage","no",761,"전기 및 전자기기 설치 및 수리원",209.6,7,"광주/전남/전북/제주도"
"13036",13036,"male",1958,58,"middle",1,"marriage","yes",120,"행정 및 경영지원 관리자",588,7,"광주/전남/전북/제주도"
"13038",13038,"male",1984,32,"middle",5,NA,"yes",432,"여가 및 스포츠 관련 종사자",250,7,"광주/전남/전북/제주도"
"13039",13039,"male",1991,25,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13042",13042,"male",1954,62,"old",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13043",13043,"male",1940,76,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13045",13045,"male",1973,43,"middle",1,"marriage","no",873,"자동차 운전원",140,7,"광주/전남/전북/제주도"
"13047",13047,"male",1996,20,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13050",13050,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13051",13051,"male",1972,44,"middle",1,"marriage","yes",312,"경영관련 사무원",243,7,"광주/전남/전북/제주도"
"13053",13053,"male",1998,18,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13056",13056,"male",1959,57,"middle",4,NA,"no",612,"원예 및 조경 종사자",NA,7,"광주/전남/전북/제주도"
"13057",13057,"male",1943,73,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13060",13060,"male",1940,76,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13062",13062,"male",1972,44,"middle",5,NA,"yes",999,"기타 서비스관련 단순 종사원",NA,7,"광주/전남/전북/제주도"
"13064",13064,"male",1957,59,"middle",1,"marriage","yes",873,"자동차 운전원",250,7,"광주/전남/전북/제주도"
"13066",13066,"male",1986,30,"middle",5,NA,"yes",222,"정보시스템 개발 전문가",244,1,"서울"
"13067",13067,"male",1989,27,"young",5,NA,"yes",921,"하역 및 적재 단순 종사원",208,7,"광주/전남/전북/제주도"
"13068",13068,"male",1997,19,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13069",13069,"male",1962,54,"middle",1,"marriage","yes",311,"행정 사무원",537.5,7,"광주/전남/전북/제주도"
"13073",13073,"male",2006,10,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13074",13074,"male",1962,54,"middle",1,"marriage","no",311,"행정 사무원",550.1,7,"광주/전남/전북/제주도"
"13076",13076,"male",1991,25,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13079",13079,"male",1983,33,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13080",13080,"male",1968,48,"middle",1,"marriage","no",761,"전기 및 전자기기 설치 및 수리원",NA,7,"광주/전남/전북/제주도"
"13082",13082,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13084",13084,"male",1976,40,"middle",3,"divorce","no",311,"행정 사무원",333,7,"광주/전남/전북/제주도"
"13087",13087,"male",1945,71,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13088",13088,"male",2011,5,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13089",13089,"male",1959,57,"middle",1,"marriage","no",311,"행정 사무원",470,7,"광주/전남/전북/제주도"
"13091",13091,"male",1987,29,"young",5,NA,"no",252,"학교 교사",240,7,"광주/전남/전북/제주도"
"13092",13092,"male",1989,27,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13097",13097,"male",1939,77,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13099",13099,"male",1973,43,"middle",3,"divorce","no",873,"자동차 운전원",197,7,"광주/전남/전북/제주도"
"13102",13102,"male",1970,46,"middle",1,"marriage","yes",432,"여가 및 스포츠 관련 종사자",341.5,7,"광주/전남/전북/제주도"
"13104",13104,"male",2003,13,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13105",13105,"male",2005,11,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13106",13106,"male",1947,69,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13108",13108,"male",1973,43,"middle",1,"marriage","yes",231,"건축 및 토목 공학 기술자 및 시험원",NA,7,"광주/전남/전북/제주도"
"13111",13111,"male",2006,10,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13112",13112,"male",1969,47,"middle",1,"marriage","no",312,"경영관련 사무원",481.3,7,"광주/전남/전북/제주도"
"13115",13115,"male",2007,9,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13116",13116,"male",1977,39,"middle",1,"marriage","no",312,"경영관련 사무원",361.3,7,"광주/전남/전북/제주도"
"13118",13118,"male",2006,10,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13121",13121,"male",1941,75,"old",1,"marriage","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"13123",13123,"male",1971,45,"middle",5,NA,"yes",999,"기타 서비스관련 단순 종사원",74,7,"광주/전남/전북/제주도"
"13124",13124,"male",1946,70,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"13127",13127,"male",1970,46,"middle",5,NA,"no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"13128",13128,"male",1959,57,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
