"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"12585",12585,"female",1968,48,"middle",1,"marriage","yes",510,"영업 종사자",NA,3,"부산/경남/울산"
"12586",12586,"female",1992,24,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12587",12587,"female",1993,23,"young",5,NA,"yes",399,"고객 상담 및 기타 사무원",350,3,"부산/경남/울산"
"12588",12588,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12590",12590,"female",1954,62,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12593",12593,"female",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12594",12594,"female",1930,86,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12595",12595,"female",1940,76,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12596",12596,"female",1974,42,"middle",1,"marriage","yes",930,"제조관련 단순 종사원",167,3,"부산/경남/울산"
"12597",12597,"female",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12598",12598,"female",1997,19,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12601",12601,"female",1934,82,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12602",12602,"female",1956,60,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12605",12605,"female",1955,61,"old",2,NA,"no",421,"의료 복지 관련 서비스 종사자",168,3,"부산/경남/울산"
"12607",12607,"female",1931,85,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12608",12608,"female",1941,75,"old",2,NA,"yes",991,"농립어업관련 단순 종사원",69.5,3,"부산/경남/울산"
"12609",12609,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12610",12610,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12611",12611,"female",2003,13,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12612",12612,"female",1938,78,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12613",12613,"female",1943,73,"old",2,NA,"yes",930,"제조관련 단순 종사원",87.5,3,"부산/경남/울산"
"12615",12615,"female",1940,76,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12617",12617,"female",1962,54,"middle",1,"marriage","yes",613,"축산 및 사육 관련 종사자",NA,3,"부산/경남/울산"
"12621",12621,"female",1971,45,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12624",12624,"female",1953,63,"old",2,NA,"yes",613,"축산 및 사육 관련 종사자",NA,3,"부산/경남/울산"
"12626",12626,"female",1983,33,"middle",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",291.7,3,"부산/경남/울산"
"12628",12628,"female",1943,73,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12629",12629,"female",1933,83,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12631",12631,"female",1950,66,"old",1,"marriage","no",421,"의료 복지 관련 서비스 종사자",110,3,"부산/경남/울산"
"12633",12633,"female",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12636",12636,"female",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12639",12639,"female",1935,81,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12640",12640,"female",1938,78,"old",2,NA,"no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12642",12642,"female",1942,74,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12643",12643,"female",1938,78,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12644",12644,"female",1932,84,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12645",12645,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12646",12646,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12648",12648,"female",1942,74,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12650",12650,"female",1927,89,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12652",12652,"female",1931,85,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12653",12653,"female",1941,75,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12656",12656,"female",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12658",12658,"female",1963,53,"middle",1,"marriage","yes",930,"제조관련 단순 종사원",149.5,3,"부산/경남/울산"
"12659",12659,"female",1986,30,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"12662",12662,"female",2011,5,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"12663",12663,"female",2013,3,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"12665",12665,"female",1942,74,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12667",12667,"female",1934,82,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12668",12668,"female",1939,77,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12669",12669,"female",1933,83,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12670",12670,"female",1930,86,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12671",12671,"female",1932,84,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12672",12672,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12673",12673,"female",1936,80,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12674",12674,"female",1957,59,"middle",2,NA,"yes",613,"축산 및 사육 관련 종사자",NA,3,"부산/경남/울산"
"12675",12675,"female",1980,36,"middle",5,NA,"yes",311,"행정 사무원",244,1,"서울"
"12678",12678,"female",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12680",12680,"female",1949,67,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12681",12681,"female",1929,87,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12682",12682,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12683",12683,"female",1930,86,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12686",12686,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12687",12687,"female",1948,68,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12690",12690,"female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12692",12692,"female",1940,76,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"12697",12697,"female",1950,66,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12699",12699,"female",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12700",12700,"female",1929,87,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12702",12702,"female",1955,61,"old",1,"marriage","yes",254,"문리 기술 및 예능 강사",102,3,"부산/경남/울산"
"12704",12704,"female",1922,94,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12705",12705,"female",1983,33,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12706",12706,"female",2013,3,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12708",12708,"female",1948,68,"old",1,"marriage","yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"12710",12710,"female",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12712",12712,"female",1948,68,"old",1,"marriage","no",991,"농립어업관련 단순 종사원",NA,3,"부산/경남/울산"
"12714",12714,"female",1944,72,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12716",12716,"female",1942,74,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12717",12717,"female",1934,82,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12718",12718,"female",1932,84,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12719",12719,"female",1945,71,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12720",12720,"female",1931,85,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12723",12723,"female",1973,43,"middle",1,"marriage","no",313,"회계 및 경리 사무원",343,3,"부산/경남/울산"
"12725",12725,"female",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12728",12728,"female",1969,47,"middle",1,"marriage","yes",311,"행정 사무원",421,3,"부산/경남/울산"
"12732",12732,"female",1972,44,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12735",12735,"female",1957,59,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12736",12736,"female",1997,19,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12738",12738,"female",1964,52,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12739",12739,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12740",12740,"female",1998,18,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12741",12741,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12743",12743,"female",1962,54,"middle",1,"marriage","no",941,"청소원 및 환경 미화원",150,3,"부산/경남/울산"
"12745",12745,"female",1966,50,"middle",1,"marriage","yes",899,"기타 제조관련 기계조작원",100,3,"부산/경남/울산"
"12746",12746,"female",1989,27,"young",5,NA,"yes",320,"금융 및 보험관련 사무 종사자",200,3,"부산/경남/울산"
"12748",12748,"female",1942,74,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12750",12750,"female",1958,58,"middle",2,NA,"yes",521,"매장 판매 종사자",216.7,3,"부산/경남/울산"
"12751",12751,"female",1925,91,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12752",12752,"female",1984,32,"middle",1,"marriage","yes",259,"기타 교육 전문가",NA,3,"부산/경남/울산"
"12755",12755,"female",1954,62,"old",2,NA,"no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"12756",12756,"female",1981,35,"middle",5,NA,"no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"12758",12758,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12759",12759,"female",1986,30,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12762",12762,"female",1959,57,"middle",1,"marriage","yes",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"12764",12764,"female",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12766",12766,"female",1968,48,"middle",1,"marriage","yes",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"12767",12767,"female",1989,27,"young",5,NA,"no",510,"영업 종사자",207,3,"부산/경남/울산"
"12769",12769,"female",2001,15,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12771",12771,"female",1948,68,"old",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"12773",12773,"female",1974,42,"middle",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",172.9,2,"수도권(인천/경기)"
"12774",12774,"female",2005,11,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12776",12776,"female",1945,71,"old",3,"divorce","yes",NA,NA,NA,3,"부산/경남/울산"
"12780",12780,"female",1956,60,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12782",12782,"female",1961,55,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12783",12783,"female",1994,22,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12786",12786,"female",1947,69,"old",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"12788",12788,"female",1963,53,"middle",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"12789",12789,"female",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12790",12790,"female",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12792",12792,"female",1936,80,"old",2,NA,"yes",248,"종교관련 종사자",NA,3,"부산/경남/울산"
"12794",12794,"female",1954,62,"old",2,NA,"yes",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"12796",12796,"female",1936,80,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12798",12798,"female",1959,57,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",160.4,3,"부산/경남/울산"
"12800",12800,"female",1952,64,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12802",12802,"female",1983,33,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"12804",12804,"female",1969,47,"middle",1,"marriage","yes",441,"주방장 및 조리사",170,3,"부산/경남/울산"
"12805",12805,"female",1991,25,"young",5,NA,"yes",312,"경영관련 사무원",168.3,3,"부산/경남/울산"
"12806",12806,"female",1994,22,"young",5,NA,"yes",399,"고객 상담 및 기타 사무원",157,2,"수도권(인천/경기)"
"12807",12807,"female",1955,61,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12809",12809,"female",1977,39,"middle",1,"marriage","yes",312,"경영관련 사무원",166.7,3,"부산/경남/울산"
"12810",12810,"female",2003,13,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12814",12814,"female",1954,62,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12817",12817,"female",1942,74,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12819",12819,"female",1947,69,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12821",12821,"female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12823",12823,"female",1945,71,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12824",12824,"female",1966,50,"middle",1,"marriage","no",442,"음식서비스 종사자",130,3,"부산/경남/울산"
"12827",12827,"female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12828",12828,"female",1951,65,"old",2,NA,"no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12830",12830,"female",1946,70,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12832",12832,"female",1937,79,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12833",12833,"female",1937,79,"old",2,NA,"no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12835",12835,"female",1967,49,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12837",12837,"female",1936,80,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12838",12838,"female",1939,77,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12839",12839,"female",1931,85,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12841",12841,"female",1958,58,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12842",12842,"female",1927,89,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12843",12843,"female",1954,62,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12845",12845,"female",1955,61,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12846",12846,"female",1937,79,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12847",12847,"female",1982,34,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12853",12853,"female",1949,67,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12854",12854,"female",2013,3,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12856",12856,"female",1941,75,"old",1,"marriage","yes",991,"농립어업관련 단순 종사원",NA,3,"부산/경남/울산"
"12858",12858,"female",1940,76,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12860",12860,"female",1934,82,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12861",12861,"female",1936,80,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12862",12862,"female",1935,81,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12864",12864,"female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12866",12866,"female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12867",12867,"female",1937,79,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12868",12868,"female",1994,22,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12869",12869,"female",1941,75,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12871",12871,"female",1953,63,"old",1,"marriage","yes",922,"배달원",140,3,"부산/경남/울산"
"12872",12872,"female",1940,76,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12873",12873,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12874",12874,"female",1929,87,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12875",12875,"female",1936,80,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12876",12876,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12877",12877,"female",1937,79,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12878",12878,"female",1932,84,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12880",12880,"female",1959,57,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12881",12881,"female",1984,32,"middle",5,NA,"no",311,"행정 사무원",260,3,"부산/경남/울산"
"12883",12883,"female",1927,89,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12884",12884,"female",1988,28,"young",1,"marriage","no",421,"의료 복지 관련 서비스 종사자",135.5,3,"부산/경남/울산"
"12887",12887,"female",1977,39,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12889",12889,"female",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12892",12892,"female",1957,59,"middle",1,"marriage","yes",613,"축산 및 사육 관련 종사자",NA,3,"부산/경남/울산"
"12894",12894,"female",1942,74,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12896",12896,"female",1938,78,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12898",12898,"female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12899",12899,"female",1970,46,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12900",12900,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12903",12903,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12906",12906,"female",1941,75,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12907",12907,"female",1945,71,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12908",12908,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12909",12909,"female",1928,88,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12911",12911,"female",1954,62,"old",1,"marriage","no",930,"제조관련 단순 종사원",140,3,"부산/경남/울산"
"12913",12913,"female",1940,76,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12915",12915,"female",1930,86,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12917",12917,"female",1941,75,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12919",12919,"female",1923,93,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12921",12921,"female",1957,59,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12922",12922,"female",1932,84,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12924",12924,"female",1957,59,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12925",12925,"female",1987,29,"young",1,"marriage","no",252,"학교 교사",244.2,3,"부산/경남/울산"
"12926",12926,"female",1984,32,"middle",1,"marriage","no",313,"회계 및 경리 사무원",277.7,1,"서울"
"12929",12929,"female",1985,31,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12930",12930,"female",1935,81,"old",2,NA,"no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12931",12931,"female",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12934",12934,"female",1937,79,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12936",12936,"female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12937",12937,"female",1931,85,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12938",12938,"female",1957,59,"middle",2,NA,"no",941,"청소원 및 환경 미화원",103.7,3,"부산/경남/울산"
"12939",12939,"female",1948,68,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12941",12941,"female",1976,40,"middle",1,"marriage","yes",259,"기타 교육 전문가",NA,3,"부산/경남/울산"
"12945",12945,"female",1937,79,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12947",12947,"female",1940,76,"old",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12948",12948,"female",1941,75,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12949",12949,"female",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12951",12951,"female",2002,14,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12952",12952,"female",1940,76,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12954",12954,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12956",12956,"female",1949,67,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12958",12958,"female",1936,80,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12960",12960,"female",1937,79,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12961",12961,"female",1927,89,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12963",12963,"female",1950,66,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12965",12965,"female",1952,64,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12967",12967,"female",1957,59,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12968",12968,"female",1982,34,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12969",12969,"female",1924,92,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12973",12973,"female",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12976",12976,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12977",12977,"female",1999,17,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12978",12978,"female",1940,76,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12980",12980,"female",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12981",12981,"female",1947,69,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12983",12983,"female",1983,33,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12987",12987,"female",1952,64,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12988",12988,"female",1934,82,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12992",12992,"female",1927,89,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12994",12994,"female",1955,61,"old",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12995",12995,"female",1923,93,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12997",12997,"female",1969,47,"middle",1,"marriage","yes",941,"청소원 및 환경 미화원",70,3,"부산/경남/울산"
"12999",12999,"female",1998,18,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13001",13001,"female",1949,67,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"13002",13002,"female",1929,87,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13003",13003,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13004",13004,"female",1921,95,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"13005",13005,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13006",13006,"female",1931,85,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13007",13007,"female",1940,76,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"13008",13008,"female",1940,76,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"13009",13009,"female",1939,77,"old",2,NA,"yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"13010",13010,"female",1938,78,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"13015",13015,"female",1977,39,"middle",1,"marriage","yes",247,"사회복지관련 종사자",254,7,"광주/전남/전북/제주도"
"13018",13018,"female",2012,4,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13019",13019,"female",1983,33,"middle",3,"divorce","yes",422,"이 미용 및 관련 서비스 종사자",173,7,"광주/전남/전북/제주도"
"13020",13020,"female",1981,35,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",192,7,"광주/전남/전북/제주도"
"13023",13023,"female",2009,7,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13024",13024,"female",1941,75,"old",2,NA,"yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"13025",13025,"female",1975,41,"middle",3,"divorce","yes",313,"회계 및 경리 사무원",215.1,7,"광주/전남/전북/제주도"
"13026",13026,"female",2007,9,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"13029",13029,"female",1977,39,"middle",1,"marriage","no",252,"학교 교사",663.5,7,"광주/전남/전북/제주도"
"13033",13033,"female",1978,38,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13034",13034,"female",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13035",13035,"female",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"13037",13037,"female",1958,58,"middle",1,"marriage","yes",952,"음식관련 단순 종사원",110,7,"광주/전남/전북/제주도"
"13040",13040,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
